,Tweet,toxic,severe_toxic,obscene,threat,insult,identity_hate
289,"@GloomyWish Nah. League of Legends is worse, try playing that in ranked when you have kids with autism playing without a mouse.",,,,,,
290,I'm so proud of our @UBuffalo League of Legends team for winning the @ESC_Conference fall invitational last night! Excited to see where we fall in the college rankings after flawless play yesterday.,,,,,,
291,@mariox330 League of Legends,,,,,,
292,I think @MeteosLoL should pick #JoeM for the top lane on red side in for the @Verizon League of Legends: Wild Rift Invitational! Disagree? Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
293,"@Duskbarrow There's a guy upset that some of the new skins ideas submitted to riot aren't are fueled by ""tumblr artists"" he said that shit like the kda skin line panders to people who dont actually play league of legends. He caught hell from gay league twitter and now it's a whole argument.",,,,,,
294,Congratulations to the SUNY Potsdam Esports League of Legends team for going 2-0 in their first game of the season ✨ vs Arcadia Knights B-Team 🐻,,,,,,
295,@TheKowo @SupBZachary ah thats an acceptable level of league of legends,,,,,,
296,RT @vsuslol: league of legends players will tell you the game is bad and then play 8 hours straight,,,,,,
298,i wish i was addicted to genshin impact or smth y did it have to be league of legends...,,,,,,
299,@NoeMylesAB League of Legends,,,,,,
300,@fruitcakesxd league of legends,,,,,,
301,@MegaMoo72_ League of Legends,,,,,,
302,"@Muttontastic league of legends

jk I love 💙💙💙",,,,,,
303,if u dont spend rp league of legends is a gacha game when you are good,,,,,,
304,There’s nothing worse than League of Legends on a Sunday.,,,,,,
305,"So my mom has this tradition called “she forces me to play League”. Yes League. League of Legends. The game. She sees the game as an E-sport and by forcing me to play it, she is training and disciplining me.",,,,,,
306,Reading over my messages from everyone on my kudoboard again made me feel so warm. I’m glad my energy and smiles on stream have a positive impact on you all.. and I make you all wanna play ranked league of legends 🤣🤣🤣,,,,,,
307,Should I stream league of legends??,,,,,,
308,"@purrpawsterous maybe its that anime battle royale black survival

looks like anime league of legends and i think a ton of people are playing black survival nowa days",,,,,,
309,@FuchsiaLOL league of legends,,,,,,
310,Dominguito de League of Legends 🤓,,,,,,
311,@riotgames I WANT TO SEE A MOVIE FOR LEAGUE OF LEGENDS LIKE THE WOW FILM!!,,,,,,
312,No way que asco el league of legends,,,,,,
313,@AskPlayStation Hello I've been seeing alot of inout delay these last two days cross 2 games (Apex Legends and Rocket League). It's on and off. Would this help?,,,,,,
314,so do you play league of legends???,,,,,,
315,"By the way, I think should play League Of Legends a bit more again in the upcoming days. Thought I may as well.",,,,,,
316,Putanginamo league of legends,,,,,,
317,@Caedrel You are such a benefit for a viewer while analyzing or casting league of legends. Would love to see u there as well in the future &lt;3,,,,,,
318,EU D-E-T-E-S-T-O LEAGUE OF LEGENDS,,,,,,
319,"@George11321419 @G2esports G2, also known as Go 2 Home, is a League of Legends team that plays for Riot’s other minor league across the pond. They consider themselves the Korea destroyer, but gets destroyed by them since 1903. Right now they can be found  at gate 1-3, still trash talking Showmaker.",,,,,,
320,Im happy that in quarantine i dont see stories on IG from people which are everyday on some party with friends and i can just play my league of legends without stress that im dogshit,,,,,,
321,RT @BsedDragonQuest: Idc if we best friends if you like league of legends I will bully you for it,,,,,,
323,Idc if we best friends if you like league of legends I will bully you for it,,,,,,
324,@MsFiree It lasted like 2 years for me but I stopped playing League of Legends so I went with the Razer Viper Pro and its perfect for me.,,,,,,
325,(League of Legends btw),,,,,,
326,wood at league of legends,,,,,,
327,"RT @FionnOnFire: @ATT Thanks Mr./Mrs. ATT with your 2014 League of Legends knowledge, very appreciative",,,,,,
328,please play league of legends or lol:wild rift with me🥺 or csgo🥺 @marktuan,,,,,,
329,Gonna stream some outlast AND league of legends ranked got on promo last night won 2 lost 2 so... 1 more game will define if i make it to gold.,,,,,,
330,Just finished my assignment in 1 morning without playing a single game of league of legends can some1 tell me im A Good Girl,,,,,,
331,"@MyNameAhmar League of legends, nice",,,,,,
332,@Dakkuwastaken WHY TF ARE U HAVING SEX BRO IM PLAYING LEAGUE OF LEGENDS,,,,,,
333,@GafreitasArt picross but it's also the sinnoh underground and swsh and minecraft and league of legends,,,,,,
334,💙League of Legends💙,,,,,,
335,@kikoroisi 12h LeAgUe Of LeGeNdS sTrEaM,,,,,,
336,¿Me instalo League of Legends?,,,,,,
337,"Active Fandoms:
✧ Pokemon (Inteleon, Greninja, &amp; Mewtwo)
☾ Dead By Daylight
✧ League of Legends
☾ Fallout
✧ Horror Movies
☾ Blazblue
✧ WildStar (R.I.P.)
☾ Sea of Thieves
✧ Lilo &amp; Stitch (Experiments)
☾ Spiderman (Symbiotic Organisms)
✧ Mario (Koopalings)
&amp; A few more~!",,,,,,
338,I have been playing League of Legends this weekend. I'm sorry😔😔,,,,,,
339,"@Owlsyspeeps ...characters like The Hulk, Moon Knight, Kindred (of League of Legends), Jamie Madrox (Multiple Man), Rose and Thorn (who we pay tribute to as maybe one of the first plural characters we remember), Azrael and Jean Paul Valley - though also kind of meh about Legion or Jekyll/Hyde",,,,,,
340,"@kainecloud @GFuelEnergy @RocketLeague @GammaLabs Alcoholic drinks &amp; jackbox 
League of legends &amp; weed",,,,,,
341,conditioning my boyfriend out of playing league of legends by moaning into his ear while he's in a teamfight,,,,,,
342,everyone making jokes that Hades got so popular during pandemic because you’re trapped in an eternal hellscape; if that’s true why isn’t league of legends booming rn,,,,,,
343,Okay today I delete league of legends from my computer and do not turn back,,,,,,
344,@DahVincis If everything is unbalanced everything is balanced - Riot games on season 11 of league of legends probably,,,,,,
345,"I know a lot of people may hate me for this but, League of Legends is to some extent boring. I'ts kind of like it was thought up by Steve Jobs.",,,,,,
346,@BenR6s League of legends,,,,,,
348,"@ATT Thanks Mr./Mrs. ATT with your 2014 League of Legends knowledge, very appreciative",,,,,,
349,This League of Legends Team Fight Tactics game looks fun,,,,,,
350,the year is 2045 china owns 78% of the world's profit margins league of legends is the only video game available to play online leaving true gamers to play 50 year old ps2 games 3 feet away from your 15 inch black and white box television do you want to live in this simulation,,,,,,
351,"Free Agent for League of Legends, CS:GO, Overwatch, and Final Fantasy 8",,,,,,
352,"@69Symphonie Csgo, league of legends, gta v, valorant among us minecraft alles eig du",,,,,,
353,@pccomponentes #DePcComponentesSoyYo League of Legends,,,,,,
354,"I love how sometimes if I have no idea what fanart I'm looking at my brain defaults to This Must Be League of Legends and I'm always, always right",,,,,,
355,@pccomponentes #YoSoyDePcComponentes League of Legends,,,,,,
356,RT @eijibisou: mutuals that are k/da stans or league of legends players... i might have a watch party of worlds in my discord server if any…,,,,,,
357,"RT @kytamaeuw: Live auf Twitch mit League of Legends

#twitch #germanstreamerin #live #stream #LeagueOfLegends",,,,,,
358,"hey ♡
i'm looking for more moots ♡ my tl needs more stuff
lemme know if your twt is mostly about
-league of legends, genshin, pokemon, wow or other cute games",,,,,,
359,"@AshleyKang I was like, what is the synergy with this random J4 pic. Turns out the synergy is between SofM and being rly good at league of legends",,,,,,
360,League of legends is becoming very undesirable to play should I take a break and come back later?,,,,,,
361,controversial league of legends opinion,,,,,,
363,"@SpeccyChicken Sup rooster, wanna play league of legends? how about we download it right now",,,,,,
364,"@Civia_Hololive When will we see you in League of Legends? 
(〃＾▽＾〃)",,,,,,
365,Sett from league of legends and Guts from Beserk are my comfort horniness charecters....I have a type 👀,,,,,,
366,thinking about League of Legends again 😪 I need a lobotomy,,,,,,
367,@yonvon League will be out of reach by then. Performance were as bad when they were all playing this season.,,,,,,
368,i’m the drake at flaming your friends at league of legends,,,,,,
369,"@NEACETWEETS Nahh, but that's such a horrible idea...

How can League Of Legends be played without player perma flaming each other?

How can you play the game without flaming your teammate for having a 48% win ratio on his jungle champion?

I need to use at least 50% of the time writing.",,,,,,
370,"@lauriefigs implying league of legends is art, are we?",,,,,,
371,I hate league of legends sm,,,,,,
372,"Day 6 of tweeting until @AOC will stream League of Legends with me, RT's still appreciated ❤",,,,,,
373,"@LyricOfWisdom First tweet I see after waking up on my phone, and it specifically decides to format with first line as ""Might fuck around today and stream League of Legends in a tank""",,,,,,
374,Another day of gambling or league of legends? 😈,,,,,,
376,"How much do we have in common ? 👉🏼👈🏼

10% tattoos 
10% languages  
10% alcohol 
10% rice/fries
10% series/animes
10% music
10% league of legends
10% medicine 
10% cats/plants
10% cooking",,,,,,
377,// he plays league of legends and is a kayn/zed main,,,,,,
378,"@TSM_aimPR Weird, I heard they got emotes on league of legends and the pro players use them in comp play",,,,,,
379,"RT @LastRoundSave: We're excited to announce that LRS is #recruiting for a competitive League of Legends team! 
 We're looking for:
🔥Gold/P…",,,,,,
380,League of Legends has the most watch time of any eSports league with 1.1 billion hours.,,,,,,
382,"@BearicTheCleric There's a couple character I had in mind that you could draw.
Earthquake from Samarai Showdown
Raiden from King Of Fighters
Majin Buu from Dragon Ball Franchise
Alex Louis Armstrong from Full Metal Alchemist 
Braum/Warwick/Rengar from League of Legends",,,,,,
383,"Live auf Twitch mit League of Legends

#twitch #germanstreamerin #live #stream #LeagueOfLegends",,,,,,
384,@ParsaGolnia Dota 2 chie bia League of Legends,,,,,,
385,changed my nickname on league of legends to taehyungie &gt;:( im whipped,,,,,,
388,"RT @Shwerpy: it's been a week since I have played Brawlhalla, I have reformed

But now Im playing league of legends even more again help",,,,,,
390,@GrimWheel League of Legends.,,,,,,
391,"League of Legends gets its fair share of flack, but I am incredibly thankful that my friends nagged me to play this game ten years ago. If it wasn't for that lame initial experience, I never would have stumbled upon the beautiful world of esports. So many fascinating stories.",,,,,,
393,@Yami_Shoumetsu @kiryucoco After some deep digging I figured it out that those antis are not just angry about Taiwan issuse.They’re also angry about that due to coco’s ‘faults’ caused Aqua lose the position on League of Legends S10 competition as an invited Vtuber and destroyed her efforts.Crazy right?,,,,,,
395,@BripTollenip @HashemAShamaleh @TLCoreJJ League of legends was literally a player made mod for WC3 and people made it into a game and made billions.,,,,,,
397,Logging into discord to get redpilled by my 33 year old unemployed friend I play league of legends with,,,,,,
398,"@UnitedStandMUFC I must say that I have tons of respect to all the legends who made the number so legendary for us like: Bryan Robson, Jorge Best, Eric Cantona and others , but my best ever emotions from football was those corners in extra time champions league final at 1999. So David is my best7",,,,,,
399,@HA_Mockingjay League of legends killed my entire family,,,,,,
400,"Btw an update to that last thing, I meant that I am going to be making content on the history of League of Legends esports. If anyone wants to weigh in on opinions or suggestions, I would love to hear them. PM me for details.",,,,,,
401,No game has made me feel such anger like League of Legends.,,,,,,
402,@himbofactory league of legends,,,,,,
403,@KeepBlitzin they must be talking about league of legends because it’s sure not the national football league,,,,,,
404,@taeyongantifa league of legends,,,,,,
405,@yunosk4t league of legends,,,,,,
406,@aroundryou league of legends,,,,,,
407,League of Legends &gt; Among us &gt; MMA &gt; Football,,,,,,
409,"So what is the worst champion League of Legends ever made and why?

To me it's fucking Pyke, delete that thing please",,,,,,
410,@Irelandreid I'm dabbling in both Valorant and League of Legends.,,,,,,
411,"League of Legends: LOOK AT THE CLEANSE LOOK AT THE MOVES! FAKER WHAT WAS THAT?
DOTA: CEEEEEEEEEEEEEEEEEBB

both games are amazing",,,,,,
413,"Dudes b like ""yeah I'm pretty happy with life"" then play league of legends lmaooo",,,,,,
414,"after minato aqua's account on bilibili  releasing a mv of her singing the main theme of League of Legends S10, the whole angry aqua's fan group on bilibili turns into antis of kiryu coco, who make her lost chance of appearing on official live of LOL S10 on bilibili",,,,,,
415,What game(s) are you playing this weekend? We've been playing a lot of Madden and League of Legends.,,,,,,
416,@Rakin conhece league of legends ?,,,,,,
417,do you ever think about how mina always minds her own business.. like you see these kpop idols always in someone else's business making headlines everyday but mina? nah she's just putting a mask on her tim bear and playing league of legends with jihyo minding her own business,,,,,,
420,I am so bad at league of legends,,,,,,
421,mirlindi plays league of legends LMAOOOOAOA,,,,,,
422,@jessgartner League of Legends,,,,,,
423,"@ADHD_Alien I’ve had to apply a very similar process when playing league of legends. There’s a whole lotta stuff I need to pay attention to &amp; base my own gameplay around the game state &amp; what others are doing, so having a clear internal monologue is crucial to understanding what I need to do",,,,,,
424,"If other legends follow Asamoah Gyan to join the GPL, I think its going to bring great recognition and competition making the league one of the best. What do you think?",,,,,,
425,@cuc4_s league of legends,,,,,,
426,"We're excited to announce that LRS is #recruiting for a competitive League of Legends team! 
 We're looking for:
🔥Gold/Plat NA players
⚡️Positive mentality &amp; team oriented
🏆Available for weekly scrims, practices and tournaments

If you're interested or want more info, DM us!",,,,,,
427,"RT @GodOfKnockers: The Following games are being added to the stream:
-Overwatch
-Call of Duty: MW (Warzone)

The Following games are being…",,,,,,
428,@Craftman2500 League of Legends,,,,,,
429,"I won't be on very much since I still think twitter is a cesspit, however I will occasionally share art or gush over my fandoms (mostly Yoko Taro stuff and League of Legends)",,,,,,
430,Might get back into League of Legends pray for me,,,,,,
431,im playing league of legends :/,,,,,,
433,"@redmercy Yeah, I find the same. I stop playing League of Legends in August and let me tell you, it feels great. It feels like I got the heavyweight off of my shoulders. I don't need to worry about getting demoted or anything. I still watch League of Legends contents thought.",,,,,,
434,"@shortyyhope @mayocracker yeaah, for league of legends",,,,,,
435,both k/da songs are so good imma have to stan these league of legends girls today,,,,,,
438,@chris76805362 @TOP_Esports_ @lolesports Two of the most league of legends overrated players,,,,,,
440,"The Following games are being added to the stream:
-Overwatch
-Call of Duty: MW (Warzone)

The Following games are being removed:
-League of Legends",,,,,,
441,@stevenscorrupt I havent kept up in a while but I think they did more vs minecraft and league of legends right ?,,,,,,
442,I think @Aphromoo should pick #NateHill for the mid lane on blue side for the @Verizon League of Legends: Wild Rift Invitational! Disagree? Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
443,@HitmarkerJobs league of legends 🙃,,,,,,
444,"@notmkay @G2Pengu @Kunto_R6 @Papiolti @SternabR6 @SalttiR6 @Cezneyy @GbowR6 @JustSavageR6 @SpoitR6 Yeah pretty much, its a term used more in League of legends when you outplay or stomp people in game making it look like you are smurfing on people even though you are the same elo",,,,,,
445,that crazy chick gives me Jinx from League of Legends vibes,,,,,,
446,@GbowR6 @G2Pengu @Kunto_R6 @Papiolti @SternabR6 @SalttiR6 @Cezneyy @JustSavageR6 @SpoitR6 It's a league of legends term,,,,,,
447,"It's here! The league of legends matchup we've all been wanting and hoping for. 
It's nuguris eyes vs bins eyebrows!
Hype for this epic ocular matchup!
@HeyMunchables @DagdaCasts @IWDominateLoL",,,,,,
448,"@G2Pengu @neowga @Kunto_R6 @Papiolti @SternabR6 @SalttiR6 @Cezneyy @GbowR6 @JustSavageR6 @SpoitR6 To be fair its mostly used that way in league of legends and not so much in FPS, so a lot of people might miss the context of it since its not as common use",,,,,,
449,@muathsifra League of legends,,,,,,
450,Might fuck around today and stream League of Legends in a tank top,,,,,,
451,@Wesp_ow League of Legends,,,,,,
452,"@IcyThales Ori and the blind forest/will o'wisps
GRIS
League of Legends",,,,,,
453,@Cordo_bess @porquetendencia @TOP_Esports_ @DamwonGaming @suning_gaming El campeonato de League of Legends,,,,,,
454,I think @RickFox should focus on #CDR for the @Verizon League of Legends: Wild Rift Invitational! Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
455,"Just got cc'ed for 5.5 seconds 

I love League of Legends",,,,,,
456,"RT @FrickCaptchas: “Why would anyone pay for someone’s onlyfans? Pathetic”

Bro you paid money for a skin in League of Legends, calm down",,,,,,
457,@jkgirly i hate league of legends.,,,,,,
460,Any league of legends fans? #LeagueOfLegends,,,,,,
461,RT @NeburaART: Why does Wild Rift looks like the 10 year anniversary HD remake of League of Legends,,,,,,
462,People out here trying to be diamond in league of legends and I'm just trying to get ranked diamond in duolingo.,,,,,,
463,@Caelans_waifu Agree stan league of legends,,,,,,
465,"I’m a variety Twitch streamer on the road to Affiliate. So I stream all kinds of games, Monster Hunter World, Phasmophobia, Stardew Valley, League of Legends, TFT and many more!",,,,,,
466,fuck league of legends imma play sploon instead,,,,,,
467,@xPietrik @EmreRL_ Skins league of legends😎,,,,,,
468,"Bout to drop out of life to play professional League Of Legends

Yeah I'm Gold 2 but its because I don't have the pog teams bro",,,,,,
469,"@Tey_Gaming @Gamer39Geeky @FenyxRising I take it you haven’t actually played the Immortals demo? This isn’t League of Legends. More like Breath of the Wild, &amp; it looks incredible.

Even if it was like LoL, the 2k PC comment makes no sense because the Stadia demo is free. No hardware costs. No sub fees. Free.",,,,,,
471,@pilotsarmy maybe they're all league of legends players that compete without ultra aggressive competition xp,,,,,,
472,"Suning Upset Top Esports To Advance To ‘League Of Legends’ Worlds Final
The favourite for the...",,,,,,
473,League of legends teammates please 😫,,,,,,
475,@ztlaidlaw @Gamer39Geeky @FenyxRising Its like paying for a 2k pc to play league of legends dude. Overkill,,,,,,
476,@Twitter so @endercasts has been casting league of legends worlds and LEC in front of 500k+ people for 2 years now. You gonna verify my man or you'll keep your eyes closed forever?,,,,,,
477,Un-popular opinion League of Legends is very really good. I'ts kind of like it was created by a person who lives alone.,,,,,,
479,Honestly don't care for League of Legends other then the fictional bands.,,,,,,
480,"If @AOC can grind out League of Legends and reach her dream rank with all the shit going on in politics right now, I have no excuse not to get to gold this season. It would be a dream to play with her, tbh.",,,,,,
481,@_sector51 can i b the monica lewinsky of league of legends then 🥺👉👈,,,,,,
482,@sarucii_ no one should ever respect a league of legends player,,,,,,
483,@onlyfawns it means I'm the Bill Clinton of League of Legends,,,,,,
484,Funny accounts/League of Legends whatever need new people to follow,,,,,,
485,@yourtirox Do you by any chance play league of legends?,,,,,,
486,@xPietrik League of Legends,,,,,,
487,opened my discord chat with oomf and the first thing i see is league of legends gay porn,,,,,,
488,is there a possible way to blacklist an entire club in league of legends??? i've played ranked solo/duo with three members of a particular club and god they were all incredibly toxic,,,,,,
490,@gongasribeiro fuck league of legends :(,,,,,,
491,@miyaohyeah Showmaker's favorite league of legends champion,,,,,,
492,@erwanimaI LEAGUE OF LEGENDS ?!,,,,,,
493,RT @jusisvesis: league of legends,,,,,,
494,"@Mxalp3000 @subzidite2 Well...I guess Malaysia is always being a bridesmaid when it comes to ESports. As for Bigetron, they are definitely CONFIRMED to be the T1 (League of Legends team) of PUBGM. Never stop winning despite the odds.",,,,,,
495,I think @Aphromoo should build #Damage for the @Verizon League of Legends: Wild Rift Invitational! Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
496,I think @Aphromoo should pick #Zedd for the mid lane on blue side for the @Verizon League of Legends: Wild Rift Invitational! Disagree? Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
497,I think @Aphromoo should pick #Apex for jungle on blue side for the @Verizon League of Legends: Wild Rift Invitational! Disagree? Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
498,@xPietrik League of legends,,,,,,
500,@Aphromoo should play #Janna for the Verizon League of Legends: Wild Rift 5G Invitational! Disagree? Vote for your pick and you could also be in the running to win the new #iPhone12 Pro with 5G thanks to @Verizon! #5GJustGotReal #VerizonWRsweeps,,,,,,
501,"@ESPN_Esports @Arda @suning_gaming @DamwonGaming @FionnOnFire I don't watch or play League of Legends. So I had to scroll the hashtag like 15 posts to see a Riot logo and figure out that this Worlds event is League because it's not in the name or the logo.

I swear esports are their own worst enemy when it comes to courting new fans.",,,,,,
502,RT @Foxdroplol: @EXCEL League of Legends playoffs,,,,,,
503,league of legends is tough,,,,,,
504,@c0rewh0r3_ league of legends??? booooring,,,,,,
505,Faker is the main character of League of Legends,,,,,,
506,"RT @Rivasce23: yeah im vibing to the curious george soundtrack while playing league of legends, keep walking",,,,,,
507,I don’t play league of legends but damn i stan kda,,,,,,
508,i tried playing league of legends and had no idea what i was doing so i just deleted the whole game 👍🏽,,,,,,
509,@mooseonskates wow thnx overwatch &gt; league of legends,,,,,,
511,@KubiPls How about a League of Legends tournament but only with NA/EU people and no imports,,,,,,
512,League of Losingstreak ► League of Legends ► Mit Tendofox,,,,,,
513,@uwu_akemi__ league of legends,,,,,,
514,any of my followers play league of legends? game seems incredibly boring but maybe I'm wrong.,,,,,,
515,society has literally progressed past the need for ezreal it isn't 2010 anymore if you want a league of legends prettyboy there's a whole all you can eat buffet to choose from,,,,,,
516,Which team had a better run at Worlds League of Legends #Videogamers,,,,,,
517,RT @NorthwoodEsport: Yesterday Northwood League Of Legends finished 4-2 in group play of the @DruryEsports Invitational! We are currently p…,,,,,,
518,Suning is straight up the most promising team in League of Legends history. It's only rookies.,,,,,,
520,"@HeyMunchables @DagdaCasts @AshleyKang @Caedrel @lplenglish This is probably my favorite group of people gathered together to talk about League of Legends this entire year, I cannot wait for this episode, i'm so happy",,,,,,
521,"Please keep Seraphine out of K/DA and out of League of Legends. Please, and thank you",,,,,,
522,Yesterday Northwood League Of Legends finished 4-2 in group play of the @DruryEsports Invitational! We are currently playing in the quarterfinals against @blinnesports!,,,,,,
523,"i love league of legends so much, how do i make it a career !!! 😭",,,,,,
524,@TOP_Esports_ i love you top esports league of legends and i always will,,,,,,
525,"Will be playing on my Universities team for League of Legends in CSL and CLL for eSports @MtsuEsports @MTSU 
Team A Jungle

#lol #league #legends #legend #leagueoflegend #university #esports #jungle #jungler #game #gamer #games #sports #sport #esports #stream #streamer #mtsu",,,,,,
526,@pcdv8r @Thorin Thats what g2 should do too. Now pro league of legends is about more comfort of the playstyle than play meta because you cant win without meta champs.,,,,,,
527,I could be chilling in my living room playing with my cat and petting her but instead i decide to play league of legends like what is wrong with me,,,,,,
529,"@Yoinkyy @Farore9301 @Thorin You got triggered because people who watch and study League of Legends for a living put G2 as a top 4 team. HAHAAHHAAH. salty kid malding. 

""My mental age is actually that of an adult""",,,,,,
530,@Keppada Normally I agree but not with this specific landmark for how its represented in league of legends and its lore,,,,,,
532,@LVPes Eso no es League of Legends,,,,,,
533,@lolesports league of legends is fun till TES lost their game,,,,,,
534,i'm so haappy for the vietnamse fans. they're so passionate and love league of legends so much. i'm glad that even in a year where their teams couldn't make it their superhero could save the day,,,,,,
535,I miss the days when League of Legends actually had personality and charm.,,,,,,
536,"RT @BaerBeast: @blodhundur looks like they’ll just have to stay on league of legends, where they belong",,,,,,
537,"@comicgeek007 In today's series for League of Legends Worlds games, Suning beat the favored team Top Esports 3-1.",,,,,,
538,@bonniequeue how many league of legends sons now,,,,,,
539,"SN vs. DWG is going to be, in my opinion, the best and most anticipated game of professional League of Legends that I'll ever see. I have the utmost confidence that SN will win, whether it be 3-2, 3-1, or even 3-0.",,,,,,
540,"RT @KenRhen: HOLY FUCKING MACARONI
THAT was some League of Legends.
#Worlds2020 #SNWIN",,,,,,
541,"Jogar League of Legends 😡😧😩😖😭😕😫

Assistir League of Legends 😁😂😅😆😍😚🤗😀😎😊",,,,,,
542,@TieflingSMM TES forgot they were playing League of Legends,,,,,,
543,@TroxXNoCap JHSAGJAHSGA A league of Legends team just stomped thru another on the semi-finals,,,,,,
544,"@Grggles 1. Minecraft
2. League of legends
3. Among us
4. Smash ultimate 
5. Overwatch",,,,,,
545,"*playing league of legends for the first time in a long time*
Team mate speaking to his friend: ""I will pick this champ because Cat will deffo feed and will make us lose 😂 Cat, why dont you play support? E-girls only play support.""

Why is this still a thing? 🙃",,,,,,
546,"HOLY FUCKING MACARONI
THAT was some League of Legends.
#Worlds2020 #SNWIN",,,,,,
547,@xPietrik League of legends so i can finally get the skin for my main,,,,,,
548,"LPL champions being crushed by their 4th seed on Worlds stage with rookies. I love League of Legends!!!
#Worlds2020",,,,,,
549,@mashilix playing league of legends with ms is much more annoying than playing any game with ms i am not gonna lie here hdfjhjhjfh,,,,,,
550,"the way i hate league of legends, how tilting is it when you’re about to win a game and ur FED jungler goes afk this is why is stopped playing this shit game smh",,,,,,
551,"finally yuyanjia is out of this tournament, this guy literally played some of the worst league of legends I have seen all year.",,,,,,
552,@T1LoL SKT is hands down the best organization in the history of League of Legends. T1 on the other hand has no legacy to speak of.,,,,,,
553,@skzfall ig thats why felix can only play league of legends,,,,,,
554,the only place i top in is league of legends.,,,,,,
555,"Ever since I stopped played League of Legends, I've been less moody, I've gotten more sleep, and a lot more things done.",,,,,,
556,"Not the start we wanted for the season.  A really good game 1, and then it seems we had forgotten how to play league of legends. We will get better, and we have game 1 as a metric to hold ourselves to.",,,,,,
557,@lolesports @suning_gaming Congrats Suning for being the 2020 League of Legends World Champions,,,,,,
558,"@MonteCristo Damwon reminds me a lot of 2014 SSW.  Even though they have the ability to straight outskill a team and win a fiesta, if you let them, they will just play ""Boring League of Legends"" and win through a stranglehold.  Just like they did to DRX in Quarters.",,,,,,
559,@bobqinXD @Zedd @wildrift @LeagueOfLegends The active item is fix u need 1 enhanced item in wild rift. item also in league of legends is the same,,,,,,
560,"@BrendanValdes None of these games had remotely clean League of Legends. Great viewing experience, not so great professional play. Damwon is going to 3-0 Suning on Saturday.",,,,,,
561,"Ok I can focus my attention on pong now..

That was a fantastic series of league of legends

Suning is playing so good, wow

Thats such a massive upset, and they beat JDG..",,,,,,
562,just have funny nicknames and u gonna win the league of legends esports events,,,,,,
563,"Holy shit. What a game. What a series. League of Legends, man. #Worlds2020",,,,,,
564,ezreal vs tank has got to be my favorite genre of 1v1 in league of legends,,,,,,
565,CONGRATULATIONS TO DAMWON GAMING FOR WINNING THE 2020 LEAGUE OF LEGENDS WORLD CHAMPIOSNHIP,,,,,,
566,league of legends pokemon game where jt at,,,,,,
567,"I JUST FIGURED OUT AOC PLAYED LEAGUE OF LEGENDS,, POGGERS!!!",,,,,,
568,@YU666ZHA league of legends,,,,,,
569,This series is so good. I love league of legends.,,,,,,
570,@DaniWineBrasil Euuuu league of legends amo,,,,,,
571,@OPortobanco League of Legends,,,,,,
572,My boyfriend fucked me silly with the League of Legends championship livestream in the background and now every time I hear video game commentators I instantly cream my jeans.,,,,,,
573,"#Anitwt Soy nueva en este asunto

•League of Legends
•Nier automata/Nier Replicant o Gestalt
•Drakengard
•Persona
•Fate/Stay night
•Fire Emblem
•Warframe
•The Legend of Zelda
•Pokemon.

No Furry por favor, Gracias &lt;3",,,,,,
575,"RT @DagdaCasts: Today we witnessed history:

The first every radio broadcast of League of Legends delivered by @RiotPhreak and @esports_kob…",,,,,,
577,Officially calling for a League of Legends radio cast. #Worlds2020,,,,,,
578,"Today we witnessed history:

The first every radio broadcast of League of Legends delivered by @RiotPhreak and @esports_kobe 

#Worlds2020",,,,,,
579,@RocketGamingHQ Could be league of legends idk tho,,,,,,
580,@xPietrik I want league of legends rp because I want a skin for my mains champs. Ty for the giveaway😊,,,,,,
581,@xPietrik i like league of legends :) epic game :D,,,,,,
582,@HardGaliza League of Legends,,,,,,
583,I'm sure that if this goes to game 5 and we see another Ori pick @FabledStone will never watch competetive league of legends again. #Worlds2020,,,,,,
585,"if any EU pals play league of legends, my summoner name is blackestbrain !! 

I'm pretty new and I play exclusive Ahri 🌸",,,,,,
586,"@PitteNLoL @SynMain @TLCoreJJ worlds is about finding out who the best league of legends team in the world is. period. and with the current format, whether or not the best two teams will be in the finals is literally down to pulling names out of a hat.",,,,,,
587,Asians are MOST of the best League of Legends players. Stop calling us names.,,,,,,
588,"@NRLonNine AYYYYYYYYYYYYYYYYYYY
in the land they call Victoria
Where all good legends dwell
There’s a champion rugby league team
And we sing a bit as well

We’re a rough tough bunch of bastards
And we show a bit of form
No-one can defeat us
We’re the mighty Melbourne Storm !!!!!!!!!!!!!!!!!",,,,,,
589,"have recently started playing league of legends with a few friends who've been playing it for awhile. I was always a bit... unsure of whether or not I'd actually like the game, I'm not the biggest fan of MOBAs and the community for league has always seemed very toxic -",,,,,,
590,League of Legends trading card game,,,,,,
592,"@SynMain @PitteNLoL @TLCoreJJ exactly. worlds is not first and foremost about having stories, it’s about finding the best league of legends team in the world. the stories will follow.",,,,,,
