,date,open,high,low,close,volume
481,2019-11-29,266.6,268.0,265.9,267.25,11654363
482,2019-12-02,267.27,268.25,263.45,264.16,23693550
483,2019-12-03,258.31,259.53,256.29,259.45,29377268
484,2019-12-04,261.07,263.31,260.68,261.74,16810388
485,2019-12-05,263.79,265.89,262.73,265.58,18661343
486,2019-12-06,267.48,271.0,267.3,270.71,26547493
487,2019-12-09,270.0,270.8,264.91,266.92,32182645
488,2019-12-10,268.6,270.07,265.86,268.48,22632383
489,2019-12-11,268.81,271.1,268.5,270.77,19723391
490,2019-12-12,267.78,272.56,267.32,271.46,34437042
491,2019-12-13,271.46,275.3,270.93,275.15,33432806
492,2019-12-16,277.0,280.79,276.98,279.86,32081105
493,2019-12-17,279.57,281.77,278.8,280.41,28575798
494,2019-12-18,279.8,281.9,279.12,279.74,29024687
495,2019-12-19,279.5,281.18,278.95,280.02,24626947
496,2019-12-20,282.23,282.65,278.56,279.44,69032743
497,2019-12-23,280.53,284.25,280.37,284.0,24677883
498,2019-12-24,284.69,284.89,282.92,284.27,12119714
499,2019-12-26,284.82,289.98,284.7,289.91,23334004
500,2019-12-27,291.12,293.97,288.12,289.8,36592936
501,2019-12-30,289.46,292.69,285.22,291.52,36059614
502,2019-12-31,289.93,293.68,289.52,293.65,25247625
503,2020-01-02,296.24,300.6,295.19,300.35,33911864
504,2020-01-03,297.15,300.58,296.5,297.43,36633878
505,2020-01-06,293.79,299.96,292.75,299.8,29644644
506,2020-01-07,299.84,300.9,297.48,298.39,27877655
507,2020-01-08,297.16,304.44,297.16,303.19,33090946
508,2020-01-09,307.24,310.43,306.2,309.63,42621542
509,2020-01-10,310.6,312.67,308.25,310.33,35217272
510,2020-01-13,311.64,317.07,311.15,316.96,30521722
511,2020-01-14,316.7,317.57,312.17,312.68,40653457
512,2020-01-15,311.85,315.5,309.55,311.34,30480882
513,2020-01-16,313.59,315.7,312.09,315.24,27207254
514,2020-01-17,316.27,318.74,315.0,318.73,34454117
515,2020-01-21,317.19,319.02,316.0,316.57,27710814
516,2020-01-22,318.58,319.99,317.31,317.7,25458115
517,2020-01-23,317.92,319.56,315.65,319.23,26117993
518,2020-01-24,320.25,323.33,317.52,318.31,36634380
519,2020-01-27,310.06,311.77,304.88,308.95,40485005
520,2020-01-28,312.6,318.4,312.19,317.69,40558486
521,2020-01-29,324.45,327.85,321.38,324.34,54149928
522,2020-01-30,320.54,324.09,318.75,323.87,31685808
523,2020-01-31,320.93,322.68,308.29,309.51,49897096
524,2020-02-03,304.3,313.49,302.22,308.66,43496401
